,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,GA,SoTA,Saves,Save%,Save%,CS,CS%,Sh,SoT,SoT%,G/Sh,Dist,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,TotDist,PrgDist,xA,Tkl,Tkl,TklW,Tkl%,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Season,Team,Competition
14,Vincent Pajot,fr FRA,MF,27,13,10,713.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.7,1.5,6.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.19,0.11,0.19,Matches,,,,,,,,13.0,0.0,0.0,0.0,18.5,259.0,138.0,87.0,17.0,307.0,156.0,103.0,21.0,84.4,88.5,84.5,81.0,3890.0,1078.0,0.4,18.0,4.0,14.0,28.6,8.0,26.0,6.0,0.0,28.0,19.0,59.6,2018-2019,Angers,Ligue 1
15,Wilfried Kanga,ci CIV,FW,20,20,4,575.0,6.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.2,2.2,0.2,2.5,7.0,4.0,46.0,0.31,0.0,0.31,0.31,0.31,0.41,0.04,0.45,0.41,0.45,Matches,,,,,,,,17.0,8.0,47.1,0.12,16.4,60.0,40.0,12.0,2.0,91.0,55.0,16.0,4.0,65.9,72.7,75.0,50.0,711.0,72.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,17.0,39.3,2018-2019,Angers,Ligue 1
16,Théo Pellenard,fr FRA,DF,24,6,6,495.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,20.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,,,,,,,,1.0,1.0,100.0,0.0,22.4,260.0,160.0,83.0,7.0,330.0,175.0,109.0,23.0,78.8,91.4,76.1,30.4,3551.0,1537.0,0.4,11.0,5.0,6.0,62.5,5.0,16.0,16.0,0.0,10.0,3.0,76.9,2018-2019,Angers,Ligue 1
17,Cristian López,es ESP,FW,29,20,3,441.0,4.9,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.1,1.3,0.6,1.9,2.0,6.0,24.0,0.41,0.0,0.41,0.41,0.41,0.51,0.15,0.66,0.32,0.47,Matches,,,,,,,,11.0,3.0,27.3,0.18,13.7,67.0,44.0,17.0,1.0,101.0,55.0,27.0,1.0,66.3,80.0,63.0,100.0,793.0,96.0,0.2,6.0,1.0,3.0,12.5,1.0,7.0,2.0,0.0,18.0,25.0,41.9,2018-2019,Angers,Ligue 1
18,Farid El Melali,dz ALG,"MF,FW",21,18,0,328.0,3.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,13.0,12.0,34.0,0.0,0.27,0.27,0.0,0.27,0.1,0.06,0.15,0.1,0.15,Matches,,,,,,,,8.0,1.0,12.5,0.0,18.9,104.0,66.0,20.0,10.0,141.0,78.0,29.0,15.0,73.8,84.6,69.0,66.7,1414.0,330.0,0.3,8.0,3.0,4.0,25.0,5.0,13.0,1.0,0.0,1.0,6.0,14.3,2018-2019,Angers,Ligue 1
19,Zacharie Boucher,fr FRA,GK,26,3,3,300.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0,4.0,3.0,75.0,,2.0,66.7,0.0,0.0,,,,31.0,6.0,9.0,16.0,53.0,6.0,9.0,38.0,58.5,100.0,100.0,42.1,1054.0,848.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,2.0,0.0,100.0,2018-2019,Angers,Ligue 1
20,Yoann Andreu,fr FRA,DF,29,2,1,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,100.0,,,12.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,100.0,2018-2019,Angers,Ligue 1
21,Kevin Mouanga,fr FRA,DF,18,1,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,2018-2019,Angers,Ligue 1
22,Harrison Manzala,cd COD,"MF,FW",24,9,0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.78,0.78,0.78,Matches,,,,,,,,2.0,0.0,0.0,0.0,12.9,14.0,9.0,2.0,0.0,28.0,13.0,5.0,6.0,50.0,69.2,40.0,0.0,136.0,38.0,0.0,2.0,0.0,2.0,,0.0,2.0,1.0,0.0,2.0,3.0,40.0,2018-2019,Angers,Ligue 1
23,Rayan Aït-Nouri,dz ALG,"DF,MF",17,3,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,30.0,21.0,6.0,1.0,35.0,23.0,9.0,1.0,85.7,91.3,66.7,100.0,352.0,145.0,0.1,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2018-2019,Angers,Ligue 1
24,Dorian Bertrand,mg MAD,MF,25,1,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,2018-2019,Angers,Ligue 1
25,Elhadji Pape Diaw,sn SEN,DF,23,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,10.0,0.0,8.0,2.0,11.0,0.0,8.0,2.0,90.9,,100.0,100.0,260.0,129.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,1.0,50.0,2018-2019,Angers,Ligue 1
26,Anthony Mandrea,dz ALG,GK,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019,Angers,Ligue 1
27,Mazire Soula,fr FRA,FW,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019,Angers,Ligue 1
28,Anthony Gomez Mancini,fr FRA,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019,Angers,Ligue 1
29,Ibrahim Cissé,sn SEN,DF,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019,Angers,Ligue 1
30,Mathieu Michel,fr FRA,GK,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019,Angers,Ligue 1
31,Billy Ketkeophomphone,la LAO,"FW,MF",28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019,Angers,Ligue 1
32,Férébory Doré,cg CGO,FW,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019,Angers,Ligue 1
0,Jules Koundé,fr FRA,DF,19,46,46,4140.0,46.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,0.8,2.0,32.0,162.0,3.0,0.02,0.02,0.04,0.02,0.04,0.03,0.02,0.05,0.03,0.05,Matches,,,,,,,,19.0,4.0,21.1,0.05,15.1,1796.0,703.0,860.0,205.0,2262.0,802.0,960.0,424.0,79.4,87.7,89.6,48.3,33786.0,14209.0,0.9,56.0,30.0,35.0,66.7,59.0,115.0,220.0,7.0,128.0,109.0,54.0,2018-2019,Bordeaux,Ligue 1
1,Benoît Costil,fr FRA,GK,31,45,45,4050.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,52.0,173.0,122.0,75.1,25.0,11.0,24.4,0.0,0.0,,,,938.0,68.0,418.0,452.0,1356.0,69.0,421.0,861.0,69.2,98.6,99.3,52.5,32090.0,25146.0,0.1,2.0,2.0,0.0,100.0,1.0,3.0,14.0,3.0,7.0,3.0,70.0,2018-2019,Bordeaux,Ligue 1
2,Otávio,br BRA,MF,24,40,39,3421.0,38.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.5,1.3,20.0,167.0,21.0,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.04,0.02,0.04,Matches,,,,,,,,23.0,4.0,17.4,0.0,27.6,1878.0,869.0,795.0,164.0,2122.0,932.0,870.0,228.0,88.5,93.2,91.4,71.9,32079.0,9228.0,1.1,140.0,54.0,84.0,45.8,49.0,189.0,61.0,2.0,26.0,42.0,38.2,2018-2019,Bordeaux,Ligue 1
3,Jimmy Briand,fr FRA,FW,32,44,34,3098.0,34.4,10.0,4.0,14.0,9.0,1.0,1.0,4.0,0.0,8.4,7.6,3.1,10.6,28.0,78.0,177.0,0.29,0.12,0.41,0.26,0.38,0.26,0.1,0.36,0.24,0.33,Matches,,,,,,,,60.0,21.0,35.0,0.13,14.9,607.0,379.0,143.0,24.0,828.0,454.0,200.0,46.0,73.3,83.5,71.5,52.2,7492.0,1726.0,2.9,16.0,4.0,9.0,14.3,5.0,21.0,36.0,0.0,54.0,109.0,33.1,2018-2019,Bordeaux,Ligue 1
4,Maxime Poundjé,fr FRA,DF,25,37,34,3087.0,34.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,1.8,2.3,110.0,136.0,111.0,0.0,0.06,0.06,0.0,0.06,0.01,0.06,0.07,0.01,0.07,Matches,,,,,,,,13.0,2.0,15.4,0.0,24.6,1292.0,769.0,411.0,65.0,1671.0,861.0,547.0,155.0,77.3,89.3,75.1,41.9,18624.0,8050.0,2.3,56.0,35.0,41.0,53.0,33.0,89.0,83.0,0.0,41.0,43.0,48.8,2018-2019,Bordeaux,Ligue 1
5,François Kamano,gn GUI,"FW,MF",22,45,34,2985.0,33.2,11.0,2.0,13.0,6.0,5.0,6.0,7.0,0.0,12.6,7.7,3.5,11.2,118.0,79.0,240.0,0.33,0.06,0.39,0.18,0.24,0.4,0.11,0.52,0.25,0.36,Matches,,,,,,,,86.0,29.0,33.7,0.07,22.1,800.0,474.0,230.0,50.0,1020.0,552.0,284.0,74.0,78.4,85.9,81.0,67.6,11525.0,2159.0,3.2,31.0,12.0,19.0,38.7,17.0,48.0,7.0,1.0,7.0,20.0,25.9,2018-2019,Bordeaux,Ligue 1
6,Pablo,br BRA,DF,27,33,33,2656.0,29.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,1.3,1.3,0.4,1.7,5.0,38.0,1.0,0.03,0.03,0.07,0.03,0.07,0.05,0.01,0.06,0.05,0.06,Matches,,,,,,,,12.0,2.0,16.7,0.08,11.0,1055.0,335.0,502.0,202.0,1253.0,375.0,559.0,287.0,84.2,89.3,89.8,70.4,22421.0,7853.0,0.2,31.0,16.0,19.0,57.1,48.0,79.0,218.0,3.0,93.0,44.0,67.9,2018-2019,Bordeaux,Ligue 1
7,Youssouf Sabaly,sn SEN,DF,25,31,29,2628.0,29.2,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,2.3,3.0,93.0,83.0,122.0,0.0,0.07,0.07,0.0,0.07,0.03,0.09,0.12,0.03,0.12,Matches,,,,,,,,15.0,3.0,20.0,0.0,21.5,1194.0,736.0,382.0,38.0,1498.0,819.0,500.0,82.0,79.7,89.9,76.4,46.3,16775.0,5913.0,2.4,52.0,28.0,37.0,54.9,30.0,82.0,56.0,0.0,21.0,30.0,41.2,2018-2019,Bordeaux,Ligue 1
8,Sergi Palencia,es ESP,DF,22,30,27,2426.0,27.0,0.0,3.0,3.0,0.0,0.0,0.0,8.0,0.0,0.3,0.3,1.7,1.9,55.0,95.0,88.0,0.0,0.11,0.11,0.0,0.11,0.01,0.07,0.08,0.01,0.08,Matches,,,,,,,,9.0,1.0,11.1,0.0,24.5,1039.0,556.0,374.0,79.0,1346.0,628.0,479.0,142.0,77.2,88.5,78.1,55.6,16362.0,6039.0,2.3,79.0,30.0,54.0,50.8,22.0,101.0,80.0,1.0,26.0,46.0,36.1,2018-2019,Bordeaux,Ligue 1
9,Samuel Kalu,ng NGA,FW,20,30,23,2026.0,22.5,4.0,2.0,6.0,4.0,0.0,1.0,6.0,1.0,4.1,3.3,6.4,9.6,84.0,62.0,162.0,0.18,0.09,0.27,0.18,0.27,0.21,0.33,0.55,0.17,0.5,Matches,,,,,,,,56.0,19.0,33.9,0.05,23.3,515.0,284.0,133.0,68.0,798.0,352.0,215.0,147.0,64.5,80.7,61.9,46.3,8429.0,2534.0,5.0,34.0,6.0,24.0,37.5,9.0,43.0,6.0,1.0,27.0,42.0,39.1,2018-2019,Bordeaux,Ligue 1
10,Jaroslav Plašil,cz CZE,MF,36,29,22,1946.0,21.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.3,1.3,0.8,2.1,31.0,96.0,35.0,0.0,0.09,0.09,0.0,0.09,0.07,0.04,0.11,0.07,0.11,Matches,,,,,,,,14.0,2.0,14.3,0.0,21.8,844.0,444.0,303.0,59.0,1011.0,508.0,343.0,89.0,83.5,87.4,88.3,66.3,13158.0,4196.0,0.9,35.0,18.0,27.0,40.0,26.0,60.0,33.0,1.0,29.0,36.0,44.6,2018-2019,Bordeaux,Ligue 1
11,Younousse Sankharé,sn SEN,MF,28,28,22,1901.0,21.1,3.0,3.0,6.0,3.0,0.0,0.0,9.0,0.0,2.5,2.5,1.3,3.9,41.0,88.0,66.0,0.14,0.14,0.28,0.14,0.28,0.13,0.06,0.19,0.13,0.19,Matches,,,,,,,,24.0,6.0,25.0,0.08,18.9,636.0,367.0,195.0,23.0,819.0,433.0,245.0,54.0,77.7,84.8,79.6,42.6,8601.0,2711.0,0.9,29.0,6.0,14.0,30.0,11.0,40.0,6.0,0.0,21.0,20.0,51.2,2018-2019,Bordeaux,Ligue 1
12,Lukas Lerager,dk DEN,MF,25,23,20,1735.0,19.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,0.6,1.3,18.0,86.0,30.0,0.0,0.05,0.05,0.0,0.05,0.04,0.03,0.07,0.04,0.07,Matches,,,,,,,,12.0,3.0,25.0,0.0,21.6,680.0,354.0,234.0,48.0,846.0,404.0,286.0,86.0,80.4,87.6,81.8,55.8,10370.0,3282.0,1.1,43.0,19.0,26.0,40.4,37.0,80.0,30.0,1.0,28.0,27.0,50.9,2018-2019,Bordeaux,Ligue 1
13,Yann Karamoh,fr FRA,FW,20,32,17,1675.0,18.6,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,5.7,5.7,3.4,9.1,69.0,50.0,115.0,0.16,0.16,0.32,0.16,0.32,0.36,0.21,0.58,0.36,0.58,Matches,,,,,,,,51.0,16.0,31.4,0.06,19.3,433.0,237.0,140.0,37.0,611.0,281.0,190.0,87.0,70.9,84.3,73.7,42.5,6785.0,2071.0,3.3,8.0,1.0,4.0,6.3,7.0,15.0,3.0,0.0,0.0,16.0,0.0,2018-2019,Bordeaux,Ligue 1
14,Vukašin Jovanović,rs SRB,DF,22,19,18,1647.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.2,0.2,0.0,0.3,13.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,Matches,,,,,,,,2.0,1.0,50.0,0.0,7.7,729.0,248.0,362.0,113.0,864.0,274.0,412.0,157.0,84.4,90.5,87.9,72.0,15026.0,5699.0,0.1,27.0,13.0,21.0,68.4,39.0,65.0,110.0,0.0,38.0,39.0,49.4,2018-2019,Bordeaux,Ligue 1
15,Toma Bašić,hr CRO,MF,21,27,18,1548.0,17.2,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,1.2,1.2,1.7,3.0,20.0,64.0,58.0,0.17,0.0,0.17,0.17,0.17,0.08,0.12,0.2,0.08,0.2,Matches,,,,,,,,24.0,7.0,29.2,0.08,25.7,481.0,230.0,165.0,67.0,620.0,257.0,199.0,121.0,77.6,89.5,82.9,55.4,8588.0,2496.0,1.6,32.0,11.0,18.0,35.5,9.0,41.0,22.0,1.0,31.0,28.0,52.5,2018-2019,Bordeaux,Ligue 1
16,Nicolas de Préville,fr FRA,"FW,MF",27,29,17,1493.0,16.6,4.0,3.0,7.0,4.0,0.0,0.0,6.0,0.0,2.6,2.6,3.8,6.4,61.0,50.0,122.0,0.24,0.18,0.42,0.24,0.42,0.16,0.24,0.4,0.16,0.4,Matches,,,,,,,,41.0,14.0,34.1,0.1,21.8,378.0,189.0,121.0,46.0,564.0,232.0,172.0,104.0,67.0,81.5,70.3,44.2,6285.0,1566.0,2.6,29.0,8.0,20.0,25.8,11.0,40.0,22.0,1.0,32.0,39.0,45.1,2018-2019,Bordeaux,Ligue 1
17,Andreas Cornelius,dk DEN,FW,25,29,10,1168.0,13.0,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,2.6,2.6,1.3,3.9,9.0,12.0,72.0,0.23,0.15,0.39,0.23,0.39,0.22,0.12,0.34,0.22,0.34,Matches,,,,,,,,28.0,11.0,39.3,0.11,15.6,207.0,136.0,42.0,8.0,315.0,185.0,71.0,12.0,65.7,73.5,59.2,66.7,2496.0,420.0,1.3,6.0,2.0,3.0,40.0,1.0,7.0,25.0,0.0,91.0,65.0,58.3,2018-2019,Bordeaux,Ligue 1
18,Aurélien Tchouaméni,fr FRA,MF,18,14,11,987.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.1,0.7,6.0,37.0,13.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,,,,,,,,11.0,1.0,9.1,0.0,20.8,333.0,172.0,115.0,28.0,410.0,191.0,130.0,52.0,81.2,90.1,88.5,53.8,5353.0,1749.0,0.1,30.0,9.0,17.0,39.1,26.0,56.0,16.0,0.0,15.0,18.0,45.5,2018-2019,Bordeaux,Ligue 1
19,Igor Lewczuk,pl POL,DF,33,7,4,539.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,206.0,83.0,98.0,24.0,246.0,91.0,117.0,33.0,83.7,91.2,83.8,72.7,3764.0,1434.0,0.0,14.0,2.0,9.0,40.0,4.0,18.0,29.0,0.0,14.0,10.0,58.3,2018-2019,Bordeaux,Ligue 1
20,Zaydou Youssouf,fr FRA,"MF,FW",19,13,8,521.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.2,0.7,10.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.13,0.09,0.13,Matches,,,,,,,,10.0,6.0,60.0,0.0,22.3,167.0,85.0,53.0,19.0,227.0,101.0,66.0,38.0,73.6,84.2,80.3,50.0,2881.0,513.0,0.2,9.0,5.0,7.0,55.6,5.0,14.0,0.0,0.0,7.0,10.0,41.2,2018-2019,Bordeaux,Ligue 1
21,Gaëtan Poussin,fr FRA,GK,19,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,1.0,1.0,100.0,,3.0,100.0,0.0,0.0,,,,20.0,3.0,9.0,8.0,35.0,3.0,9.0,23.0,57.1,100.0,100.0,34.8,702.0,653.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,100.0,2018-2019,Bordeaux,Ligue 1
22,Alexandre Lauray,fr FRA,DF,21,3,3,257.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,192.0,74.0,100.0,18.0,228.0,79.0,109.0,33.0,84.2,93.7,91.7,54.5,3538.0,1237.0,0.0,11.0,6.0,6.0,75.0,4.0,15.0,10.0,0.0,4.0,5.0,44.4,2018-2019,Bordeaux,Ligue 1
23,Yacine Adli,fr FRA,MF,18,7,2,216.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.8,13.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.01,0.34,0.34,0.01,0.34,Matches,,,,,,,,1.0,0.0,0.0,0.0,46.4,111.0,54.0,45.0,9.0,151.0,69.0,59.0,16.0,73.5,78.3,76.3,56.3,1783.0,526.0,0.9,7.0,3.0,2.0,33.3,2.0,9.0,0.0,0.0,2.0,1.0,66.7,2018-2019,Bordeaux,Ligue 1
24,Josh Maja,ng NGA,FW,19,7,3,198.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.1,0.8,1.0,5.0,17.0,0.45,0.0,0.45,0.45,0.45,0.35,0.03,0.38,0.35,0.38,Matches,,,,,,,,5.0,2.0,40.0,0.2,15.3,40.0,27.0,11.0,0.0,53.0,32.0,15.0,0.0,75.5,84.4,73.3,,481.0,108.0,0.1,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,57.1,2018-2019,Bordeaux,Ligue 1
25,Yassine Benrahou,fr FRA,"MF,FW",19,4,1,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,6.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.26,0.14,0.26,Matches,,,,,,,,6.0,4.0,66.7,0.0,21.0,81.0,46.0,23.0,2.0,111.0,53.0,31.0,13.0,73.0,86.8,74.2,15.4,1018.0,180.0,0.2,9.0,2.0,6.0,40.0,2.0,11.0,1.0,0.0,1.0,6.0,14.3,2018-2019,Bordeaux,Ligue 1
26,Valentín Vada,ar ARG,MF,22,4,1,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,,,,,,,,1.0,1.0,100.0,0.0,,22.0,10.0,11.0,0.0,25.0,10.0,13.0,1.0,88.0,100.0,84.6,0.0,326.0,48.0,0.0,2.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2018-2019,Bordeaux,Ligue 1
27,Milan Gajić,rs SRB,DF,22,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,38.0,19.0,17.0,2.0,45.0,20.0,19.0,5.0,84.4,95.0,89.5,40.0,567.0,281.0,0.0,2.0,1.0,1.0,100.0,1.0,3.0,7.0,0.0,1.0,3.0,25.0,2018-2019,Bordeaux,Ligue 1
28,Gaëtan Laborde,fr FRA,FW,24,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,,,,,,,,0.0,0.0,,,,10.0,3.0,3.0,1.0,23.0,9.0,6.0,1.0,43.5,33.3,50.0,100.0,167.0,7.0,0.0,4.0,2.0,3.0,50.0,0.0,4.0,0.0,0.0,4.0,8.0,33.3,2018-2019,Bordeaux,Ligue 1
29,Driss Trichard,fr FRA,DF,23,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,32.0,19.0,11.0,2.0,46.0,21.0,19.0,6.0,69.6,90.5,57.9,33.3,497.0,266.0,0.0,2.0,1.0,2.0,100.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,2018-2019,Bordeaux,Ligue 1
30,Till Cissokho,fr FRA,DF,18,1,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,,,,,,,,0.0,0.0,,,,29.0,16.0,11.0,2.0,36.0,18.0,12.0,5.0,80.6,88.9,91.7,40.0,514.0,186.0,0.1,1.0,0.0,0.0,,2.0,3.0,3.0,0.0,3.0,1.0,75.0,2018-2019,Bordeaux,Ligue 1
31,Paul Baysse,fr FRA,DF,30,1,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,24.0,11.0,11.0,2.0,33.0,12.0,13.0,6.0,72.7,91.7,84.6,33.3,465.0,153.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,4.0,1.0,80.0,2018-2019,Bordeaux,Ligue 1
32,Albert Lottin,fr FRA,"MF,FW",16,2,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,9.0,2.0,4.0,2.0,11.0,3.0,5.0,2.0,81.8,66.7,80.0,100.0,208.0,109.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,2018-2019,Bordeaux,Ligue 1
33,Théo Pellenard,fr FRA,DF,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-2019,Bordeaux,Ligue 1
